10 MM - II,20 MM - II,CEMENT OPC GRADE 43,CEMENT OPC GRADE 53,CEMENT PPC,CRUSHED STONE SAND II,FLY ASH,GGBS,GRADE,NATURAL SAND-COARSE,NATURAL SAND-FINE,RMC ADMX - HIGH PC,RMC ADMX - MID PC,SLUMP / FLOW,WATER,W/C,BLEND_OPC+GGBS,BLEND_OPC+PFA,BLEND_OPC+PFA+GGBS,BLEND_PPC,BLEND_PPC+GGBS,BLEND_PPC+PFA,BLEND_PPC+PFA+GGBS,DISTANCE_Medium,DISTANCE_Short,SPECIFIED SLUMP_175,SPECIFIED SLUMP_225,SPECIFIED SLUMP_25 ± 15,SPECIFIED SLUMP_75
620.2,621.4,0.0,0.0,207.8,0.0,0.0,206.8,30,0.0,698.0,0.0,1.246,120,119.102,0.287269657501206,0,0,0,0,1,0,0,1,0,0,0,0,0
619.833,619.5,0.0,0.0,205.667,0.0,0.0,207.167,30,0.0,682.333,0.0,1.255,130,132.71,0.3214609261834054,0,0,0,0,1,0,0,1,0,0,0,0,0
618.0,620.25,0.0,0.0,206.0,0.0,0.0,206.75,30,0.0,684.75,0.0,1.278,130,139.04,0.336862507571169,0,0,0,0,1,0,0,1,0,0,0,0,0
618.5,620.25,0.0,0.0,207.25,0.0,0.0,207.25,30,0.0,683.0,0.0,1.305,130,141.203,0.3406586248492159,0,0,0,0,1,0,0,1,0,1,0,0,0
619.667,620.833,0.0,0.0,207.167,0.0,0.0,207.0,30,0.0,685.833,0.0,1.392,140,140.395,0.3389816185258603,0,0,0,0,1,0,0,1,0,0,0,0,0
620.429,622.571,0.0,0.0,207.143,0.0,0.0,207.0,30,0.0,697.714,0.0,1.391,130,125.664,0.3034314234455248,0,0,0,0,1,0,0,1,0,1,0,0,0
617.966,617.119,0.0,0.0,207.119,0.0,0.0,206.949,30,0.0,675.085,0.0,1.317,120,146.251,0.3532052706318769,0,0,0,0,1,0,0,1,0,1,0,0,0
622.429,622.429,0.0,0.0,208.143,0.0,0.0,207.143,30,0.0,705.571,0.0,1.269,130,114.293,0.2752151529307513,0,0,0,0,1,0,0,1,0,0,0,0,0
557.857,678.714,0.0,395.0,0.0,0.0,0.0,0.0,30,0.0,704.286,0.0,1.581,140,141.216,0.3575088607594937,0,0,0,0,0,0,0,1,0,0,0,0,0
535.231,654.308,0.0,0.0,320.769,0.0,0.0,101.846,30,0.0,748.308,0.0,1.422,140,141.943,0.3358683435277972,0,0,0,0,1,0,0,1,0,0,0,0,0
534.714,658.429,0.0,0.0,320.571,0.0,0.0,101.714,30,0.0,745.714,0.0,1.42,140,146.207,0.3462282581668778,0,0,0,0,1,0,0,1,0,0,0,0,0
585.2,666.8,0.0,0.0,211.2,0.0,0.0,210.8,35,0.0,734.0,0.0,1.244,120,101.886,0.241436018957346,0,0,0,0,1,0,0,1,0,0,0,0,0
619.714,621.857,0.0,0.0,206.714,0.0,0.0,207.143,30,0.0,707.714,0.0,1.253,120,112.507,0.2718499385053292,0,0,0,0,1,0,0,1,0,0,0,0,0
619.8,621.6,0.0,0.0,205.8,0.0,0.0,206.8,30,0.0,670.0,0.0,1.244,130,150.458,0.364658264663112,0,0,0,0,1,0,0,1,0,0,0,0,0
618.571,618.857,0.0,0.0,206.286,0.0,0.0,207.0,30,0.0,656.571,0.0,1.417,140,168.27,0.4071514641192782,0,0,0,0,1,0,0,1,0,1,0,0,0
518.571,777.714,0.0,421.286,0.0,0.0,0.0,0.0,35,0.0,619.429,0.0,1.507,140,163.821,0.3888593497054257,0,0,0,0,0,0,0,1,0,0,0,0,0
618.286,619.571,0.0,0.0,206.857,0.0,0.0,206.857,30,0.0,654.714,0.0,1.441,140,168.62,0.4075762483261384,0,0,0,0,1,0,0,1,0,0,0,0,0
566.571,568.857,0.0,0.0,239.571,0.0,0.0,239.857,40,0.0,753.714,0.0,1.503,100,149.427,0.3116776658851798,0,0,0,0,1,0,0,1,0,0,0,0,1
678.286,509.571,0.0,364.286,0.0,0.0,0.0,0.0,20,0.0,695.714,0.0,0.994,100,159.331,0.4373788726440214,0,0,0,0,0,0,0,1,0,0,0,0,0
616.667,618.667,0.0,0.0,206.833,0.0,0.0,206.833,30,0.0,679.5,0.0,1.352,120,143.805,0.347635532047594,0,0,0,0,1,0,0,1,0,1,0,0,0
619.143,621.429,0.0,0.0,206.286,0.0,0.0,206.714,30,0.0,671.714,0.0,1.373,140,151.833,0.3676343825665859,0,0,0,0,1,0,0,1,0,1,0,0,0
698.0,539.571,0.0,0.0,205.857,0.0,0.0,205.286,30,0.0,690.429,0.0,1.383,125,146.893,0.3572795839890257,0,0,0,0,1,0,0,1,0,0,0,0,0
543.429,686.571,0.0,422.429,0.0,0.0,0.0,0.0,35,0.0,688.429,0.0,1.303,150,137.876,0.3263885765418568,0,0,0,0,0,0,0,1,0,1,0,0,0
619.429,622.0,0.0,0.0,206.857,0.0,0.0,206.286,30,0.0,686.571,0.0,1.32,140,138.393,0.334976025250337,0,0,0,0,1,0,0,1,0,1,0,0,0
620.143,619.714,0.0,0.0,205.857,0.0,0.0,206.857,30,0.0,715.571,0.0,1.243,120,108.06,0.2618278032729687,0,0,0,0,1,0,0,1,0,0,0,0,0
620.25,620.25,0.0,0.0,207.5,0.0,0.0,207.0,30,0.0,698.5,0.0,1.258,130,126.203,0.3044704463208685,0,0,0,0,1,0,0,1,0,0,0,0,0
619.25,620.75,0.0,0.0,205.5,0.0,0.0,207.25,30,0.0,678.5,0.0,1.483,130,144.028,0.3489473046638401,0,0,0,0,1,0,0,1,0,1,0,0,0
618.857,621.571,0.0,0.0,207.286,0.0,0.0,207.286,30,0.0,659.286,0.0,1.393,140,165.621,0.3994987601671121,0,0,0,0,1,0,0,1,0,0,0,0,0
475.286,715.571,0.0,0.0,232.0,0.0,0.0,232.143,35,0.0,671.143,0.0,1.526,140,160.314,0.345397862296749,0,0,0,0,1,0,0,1,0,0,0,0,0
619.714,618.0,0.0,0.0,207.143,0.0,0.0,207.143,30,0.0,656.286,0.0,1.399,140,168.577,0.4069097193726073,0,0,0,0,1,0,0,1,0,0,0,0,0
619.571,619.714,0.0,0.0,207.143,0.0,0.0,206.571,30,0.0,666.571,0.0,1.31,130,156.85,0.3791266430432618,0,0,0,0,1,0,0,1,0,1,0,0,0
619.714,620.714,0.0,0.0,205.857,0.0,0.0,207.0,30,0.0,726.714,0.0,1.224,130,94.599,0.2291326052361956,0,0,0,0,1,0,0,1,0,0,0,0,0
681.143,512.571,0.0,0.0,150.143,0.0,0.0,149.857,20,0.0,839.0,0.0,1.344,130,120.364,0.4012133333333334,0,0,0,0,1,0,0,1,0,0,0,0,0
617.25,619.25,0.0,0.0,205.5,0.0,0.0,207.25,30,0.0,696.25,0.0,1.255,130,127.235,0.3082616596002423,0,0,0,0,1,0,0,1,0,0,0,0,0
618.429,621.286,0.0,0.0,206.571,0.0,0.0,207.0,30,0.0,684.0,0.0,1.499,130,139.489,0.3372794514122122,0,0,0,0,1,0,0,1,0,1,0,0,0
619.429,618.571,0.0,0.0,208.571,0.0,0.0,207.0,30,0.0,668.0,0.0,1.394,130,153.956,0.3704685841889833,0,0,0,0,1,0,0,1,0,0,0,0,0
477.857,716.0,0.0,0.0,231.714,0.0,0.0,232.143,35,0.0,703.429,0.0,1.897,120,128.937,0.2779671321118362,0,0,0,0,1,0,0,1,0,0,0,0,0
620.4,619.2,0.0,0.0,207.0,0.0,0.0,206.2,30,0.0,709.6,0.0,1.246,130,114.84,0.2779283639883834,0,0,0,0,1,0,0,1,0,0,0,0,0
524.0,777.429,0.0,422.143,0.0,0.0,0.0,0.0,35,0.0,648.143,0.0,1.581,130,129.32,0.3063416899012894,0,0,0,0,0,0,0,1,0,0,0,0,0
620.333,619.167,0.0,0.0,206.833,0.0,0.0,206.5,30,0.0,696.167,0.0,1.422,150,131.112,0.3172067074247641,0,0,0,0,1,0,0,1,0,0,0,0,0
566.143,565.143,0.0,0.0,241.714,0.0,0.0,239.571,40,0.0,764.429,0.0,1.601,150,135.21,0.2809354124894813,0,0,0,0,1,0,0,1,0,0,0,0,1
558.429,645.143,0.0,0.0,199.857,0.0,150.0,0.0,20,723.0,0.0,0.0,1.046,110,135.939,0.3885558956945266,0,0,0,0,0,1,0,1,0,0,0,0,0
456.8,681.8,0.0,0.0,421.6,0.0,0.0,0.0,35,721.6,0.0,0.0,2.734,120,142.584,0.3381973434535104,0,0,0,1,0,0,0,1,0,1,0,0,0
499.6,631.8,0.0,0.0,275.0,0.0,155.0,0.0,30,691.2,0.0,0.0,1.73,120,146.618,0.3409720930232558,0,0,0,0,0,1,0,1,0,0,0,0,1
511.6,632.6,0.0,0.0,243.4,0.0,155.0,0.0,25,717.6,0.0,0.0,1.904,100,143.722,0.3607479919678716,0,0,0,0,0,1,0,1,0,0,0,0,0
589.143,589.429,0.0,0.0,200.0,0.0,149.857,0.0,20,723.143,0.0,0.0,1.056,100,143.729,0.4108221359012397,0,0,0,0,0,1,0,1,0,0,0,0,1
508.429,631.857,0.0,0.0,245.714,0.0,155.286,0.0,25,722.429,0.0,0.0,1.919,110,144.366,0.3600149625935162,0,0,0,0,0,1,0,1,0,0,0,0,0
458.429,680.0,0.0,0.0,244.857,0.0,154.143,0.0,25,721.857,0.0,0.0,1.896,120,135.739,0.3401979949874687,0,0,0,0,0,1,0,1,0,0,0,0,0
457.0,681.571,0.0,0.0,419.286,0.0,0.0,0.0,35,711.143,0.0,0.0,2.739,120,151.539,0.361421559508307,0,0,0,1,0,0,0,1,0,1,0,0,0
494.857,633.714,0.0,0.0,275.0,0.0,155.0,0.0,30,701.143,0.0,0.0,1.717,110,139.016,0.3232930232558139,0,0,0,0,0,1,0,1,0,0,0,0,1
495.6,633.6,0.0,0.0,273.8,0.0,154.8,0.0,30,693.0,0.0,0.0,1.708,110,148.262,0.3459216052263182,0,0,0,0,0,1,0,1,0,0,0,0,1
507.857,630.857,0.0,0.0,246.143,0.0,155.286,0.0,25,712.857,0.0,0.0,1.941,110,147.756,0.3680750518771688,0,0,0,0,0,1,0,1,0,0,0,0,0
495.556,636.667,0.0,0.0,275.333,0.0,154.222,0.0,30,708.667,0.0,0.0,1.707,120,131.047,0.3050761834922187,0,0,0,0,0,1,0,1,0,0,0,0,1
506.714,630.0,0.0,0.0,244.857,0.0,154.857,0.0,25,717.286,0.0,0.0,1.906,120,148.05,0.3703898287275402,0,0,0,0,0,1,0,1,0,0,0,0,0
539.833,640.0,0.0,0.0,198.5,0.0,150.333,0.0,20,721.0,0.0,0.0,1.058,110,150.803,0.4323071498396081,0,0,0,0,0,1,0,1,0,0,0,0,0
489.333,630.0,0.0,0.0,276.333,0.0,154.667,0.0,30,694.333,0.0,0.0,1.71,110,156.48,0.3630626450116009,0,0,0,0,0,1,0,1,0,0,0,0,1
506.2,630.8,0.0,0.0,248.4,0.0,155.2,0.0,25,719.4,0.0,0.0,1.914,100,142.342,0.3526808721506442,0,0,0,0,0,1,0,1,0,0,0,0,0
0.0,951.286,0.0,0.0,218.571,0.0,129.714,0.0,20,957.857,0.0,0.0,1.396,110,139.306,0.3999770303056406,0,0,0,0,0,1,0,1,0,0,0,0,0
493.333,631.833,0.0,0.0,270.5,0.0,160.5,0.0,30,690.667,0.0,0.0,1.308,125,153.093,0.3552041763341067,0,0,0,0,0,1,0,1,0,0,0,0,0
494.857,629.429,0.0,0.0,275.429,0.0,156.0,0.0,30,689.714,0.0,0.0,1.711,110,151.337,0.3507807773700887,0,0,0,0,0,1,0,1,0,0,0,0,1
488.333,633.0,0.0,0.0,278.0,0.0,155.0,0.0,30,691.0,0.0,0.0,1.703,120,146.44,0.3381986143187067,0,0,0,0,0,1,0,1,0,0,0,0,1
506.4,627.4,0.0,0.0,243.0,0.0,154.4,0.0,25,716.2,0.0,0.0,1.896,110,147.59,0.371389028686462,0,0,0,0,0,1,0,1,0,0,0,0,0
0.0,917.714,0.0,0.0,250.143,0.0,150.429,0.0,25,922.429,0.0,0.0,1.799,110,147.797,0.3689648802212835,0,0,0,0,0,1,0,1,0,0,0,0,0
508.714,630.857,0.0,0.0,244.286,0.0,154.857,0.0,25,717.0,0.0,0.0,1.907,120,138.424,0.3468030254820954,0,0,0,0,0,1,0,1,0,0,0,0,0
507.429,630.571,0.0,0.0,245.0,0.0,155.0,0.0,25,717.0,0.0,0.0,1.914,110,147.9,0.36975,0,0,0,0,0,1,0,1,0,0,0,0,0
492.0,632.25,0.0,0.0,275.25,0.0,156.5,0.0,30,708.5,0.0,0.0,1.72,130,146.95,0.3403590040532715,0,0,0,0,0,1,0,1,0,0,0,0,1
506.429,630.429,0.0,0.0,244.857,0.0,154.714,0.0,25,724.571,0.0,0.0,1.899,100,140.954,0.3527633386807351,0,0,0,0,0,1,0,1,0,0,0,0,0
492.333,630.667,0.0,0.0,271.667,0.0,156.667,0.0,30,703.0,0.0,0.0,1.773,110,132.95,0.3103886219632343,0,0,0,0,0,1,0,1,0,0,0,0,1
450.8,681.2,0.0,0.0,419.4,0.0,0.0,0.0,35,724.0,0.0,0.0,2.748,140,137.122,0.3269480209823558,0,0,0,1,0,0,0,1,0,1,0,0,0
494.545,632.545,0.0,0.0,273.273,0.0,155.455,0.0,30,686.909,0.0,0.0,1.727,120,148.8,0.3470732025899871,0,0,0,0,0,1,0,1,0,0,0,0,1
491.5,632.5,0.0,0.0,273.25,0.0,154.5,0.0,30,702.5,0.0,0.0,1.718,120,139.428,0.3259567504383402,0,0,0,0,0,1,0,1,0,0,0,0,1
0.0,929.857,0.0,0.0,249.429,0.0,149.857,0.0,25,930.714,0.0,0.0,1.819,110,131.327,0.3289045947015423,0,0,0,0,0,1,0,1,0,0,0,0,0
539.143,639.429,0.0,0.0,198.714,0.0,150.143,0.0,20,725.714,0.0,0.0,1.051,110,144.31,0.4136651980610967,0,0,0,0,0,1,0,1,0,0,0,0,0
508.2,631.8,0.0,0.0,244.4,0.0,154.4,0.0,25,723.2,0.0,0.0,1.906,100,144.64,0.3626880641925777,0,0,0,0,0,1,0,1,0,0,0,0,0
494.286,632.0,0.0,0.0,274.714,0.0,154.571,0.0,30,693.857,0.0,0.0,1.94,130,145.594,0.3391546408563076,0,0,0,0,0,1,0,1,0,0,0,0,0
495.143,632.714,0.0,0.0,274.857,0.0,154.857,0.0,30,690.143,0.0,0.0,1.95,120,146.367,0.3406149206216227,0,0,0,0,0,1,0,1,0,0,0,0,0
506.857,630.0,0.0,0.0,245.143,0.0,154.429,0.0,25,717.143,0.0,0.0,1.901,110,147.553,0.3692776270609552,0,0,0,0,0,1,0,1,0,0,0,0,0
492.857,634.0,0.0,0.0,275.429,0.0,154.286,0.0,30,696.286,0.0,0.0,1.734,110,150.189,0.3495083950990773,0,0,0,0,0,1,0,1,0,0,0,0,1
723.333,428.5,0.0,0.0,235.167,0.0,155.0,0.0,25,702.5,0.0,0.0,1.748,120,151.555,0.3884362337153065,0,0,0,0,0,1,0,1,0,0,0,0,1
451.429,681.714,0.0,0.0,419.571,0.0,0.0,0.0,35,705.286,0.0,0.0,2.737,130,157.803,0.3761055935705756,0,0,0,1,0,0,0,1,0,1,0,0,0
507.714,627.143,0.0,0.0,244.714,0.0,154.857,0.0,25,715.286,0.0,0.0,1.907,110,147.541,0.3692485190366668,0,0,0,0,0,1,0,1,0,0,0,0,0
494.222,630.0,0.0,0.0,274.0,0.0,154.667,0.0,30,702.667,0.0,0.0,1.72,125,152.076,0.354764887430103,0,0,0,0,0,1,0,1,0,0,0,0,1
506.286,630.0,0.0,0.0,245.143,0.0,154.143,0.0,25,719.143,0.0,0.0,1.714,110,145.764,0.3650616350185081,0,0,0,0,0,1,0,1,0,0,0,0,0
507.0,630.286,0.0,0.0,244.286,0.0,155.286,0.0,25,716.429,0.0,0.0,1.724,120,147.873,0.3700784839778563,0,0,0,0,0,1,0,1,0,0,0,0,0
490.75,633.5,0.0,0.0,276.25,0.0,153.75,0.0,30,693.75,0.0,0.0,1.705,120,147.37,0.3427209302325582,0,0,0,0,0,1,0,1,0,0,0,0,1
495.143,634.286,0.0,0.0,274.857,0.0,155.0,0.0,30,686.857,0.0,0.0,1.726,110,152.986,0.3558997527084588,0,0,0,0,0,1,0,1,0,0,0,0,0
506.571,630.0,0.0,0.0,245.429,0.0,154.429,0.0,25,718.286,0.0,0.0,1.903,120,148.143,0.3704890236033792,0,0,0,0,0,1,0,1,0,0,0,0,0
451.714,681.857,0.0,0.0,419.857,0.0,0.0,0.0,35,725.286,0.0,0.0,2.737,110,136.53,0.325182145349488,0,0,0,1,0,0,0,1,0,1,0,0,0
458.429,691.714,0.0,0.0,420.0,0.0,0.0,0.0,35,733.571,0.0,0.0,2.529,120,111.85,0.2663095238095238,0,0,0,1,0,0,0,1,0,1,0,0,0
461.286,691.429,0.0,0.0,420.571,0.0,0.0,0.0,35,727.143,0.0,0.0,2.544,110,121.086,0.2879085814285816,0,0,0,1,0,0,0,1,0,1,0,0,0
507.0,630.714,0.0,0.0,244.714,0.0,154.571,0.0,25,718.571,0.0,0.0,1.914,110,146.706,0.3674217664074533,0,0,0,0,0,1,0,1,0,0,0,0,0
508.857,630.571,0.0,0.0,245.0,0.0,155.429,0.0,25,726.0,0.0,0.0,1.897,110,140.856,0.3517627344672838,0,0,0,0,0,1,0,1,0,0,0,0,0
508.429,630.714,0.0,0.0,244.857,0.0,155.0,0.0,25,719.286,0.0,0.0,1.901,110,144.413,0.3611616152774618,0,0,0,0,0,1,0,1,0,0,0,0,0
539.0,640.571,0.0,0.0,200.429,0.0,149.286,0.0,20,722.714,0.0,0.0,1.046,120,148.439,0.4244570578899961,0,0,0,0,0,1,0,1,0,0,0,0,0
493.714,632.429,0.0,0.0,274.714,0.0,156.0,0.0,30,701.714,0.0,0.0,1.966,110,135.817,0.3153298940828485,0,0,0,0,0,1,0,1,0,0,0,0,0
414.571,626.143,0.0,0.0,381.143,0.0,0.0,0.0,30,822.714,0.0,0.0,2.853,120,139.164,0.3651228016781103,0,0,0,1,0,0,0,1,0,0,0,0,0
504.8,628.8,0.0,0.0,245.2,0.0,154.4,0.0,25,730.8,0.0,0.0,1.894,125,136.314,0.3411261261261261,0,0,0,0,0,1,0,1,0,0,0,0,0
506.833,629.5,0.0,0.0,244.5,0.0,154.667,0.0,25,703.833,0.0,0.0,1.898,150,149.133,0.3736105439577921,0,0,0,0,0,1,0,1,0,0,0,0,0
499.571,634.857,0.0,0.0,269.0,0.0,161.0,0.0,30,683.143,0.0,0.0,1.293,110,156.771,0.3645837209302325,0,0,0,0,0,1,0,1,0,0,0,0,0
541.0,641.429,0.0,0.0,200.429,0.0,149.286,0.0,20,730.714,0.0,0.0,1.053,100,139.131,0.3978410991807614,0,0,0,0,0,1,0,1,0,0,0,0,0
508.0,629.571,0.0,0.0,245.429,0.0,154.143,0.0,25,725.571,0.0,0.0,1.9,110,140.813,0.3524095782487261,0,0,0,0,0,1,0,1,0,0,0,0,0
494.714,634.714,0.0,0.0,274.857,0.0,155.286,0.0,30,686.714,0.0,0.0,1.717,110,153.404,0.3566348865377328,0,0,0,0,0,1,0,1,0,0,0,0,1
539.714,640.0,0.0,0.0,199.714,0.0,150.143,0.0,20,722.429,0.0,0.0,1.053,110,145.461,0.4157727300011148,0,0,0,0,0,1,0,1,0,0,0,0,0
450.8,683.4,0.0,0.0,421.0,0.0,0.0,0.0,35,708.2,0.0,0.0,2.53,120,152.89,0.3631591448931116,0,0,0,1,0,0,0,1,0,1,0,0,0
507.857,630.429,0.0,0.0,244.571,0.0,154.857,0.0,25,724.286,0.0,0.0,1.921,100,140.081,0.3507040067296233,0,0,0,0,0,1,0,1,0,0,0,0,0
507.571,630.571,0.0,0.0,245.429,0.0,154.429,0.0,25,726.857,0.0,0.0,1.894,100,138.507,0.3463904686163588,0,0,0,0,0,1,0,1,0,0,0,0,0
450.4,684.8,0.0,0.0,419.2,0.0,0.0,0.0,35,711.6,0.0,0.0,2.536,120,149.79,0.3573234732824427,0,0,0,1,0,0,0,1,0,1,0,0,0
518.5,630.5,0.0,0.0,271.5,0.0,158.0,0.0,30,687.0,0.0,0.0,1.295,120,153.695,0.3578463329452852,0,0,0,0,0,1,0,1,0,0,0,0,0
450.714,681.857,0.0,0.0,419.714,0.0,0.0,0.0,35,719.571,0.0,0.0,2.737,120,146.214,0.3483657919440381,0,0,0,1,0,0,0,1,0,0,0,0,0
506.0,626.5,0.0,0.0,246.0,0.0,155.167,0.0,25,712.833,0.0,0.0,1.915,100,149.892,0.3736399055754835,0,0,0,0,0,1,0,1,0,0,0,0,0
541.286,638.714,0.0,0.0,199.714,0.0,151.0,0.0,20,722.857,0.0,0.0,1.04,100,145.206,0.4140296651972832,0,0,0,0,0,1,0,1,0,0,0,0,0
493.429,633.857,0.0,0.0,274.571,0.0,154.857,0.0,30,687.143,0.0,0.0,1.937,110,152.83,0.3558920238084149,0,0,0,0,0,1,0,1,0,0,0,0,0
675.429,408.143,0.0,0.0,200.143,0.0,159.429,0.0,20,792.571,0.0,0.0,1.611,130,150.883,0.4196183240074311,0,0,0,0,0,1,0,1,0,0,0,0,0
489.75,676.5,0.0,288.5,0.0,0.0,89.75,0.0,30,718.75,0.0,0.0,2.46,110,150.978,0.3991487111698612,0,1,0,0,0,0,0,1,0,0,0,0,0
493.0,633.4,0.0,0.0,275.0,0.0,155.4,0.0,30,687.0,0.0,0.0,1.768,120,152.498,0.3543169144981412,0,0,0,0,0,1,0,1,0,0,0,0,1
457.429,685.286,0.0,0.0,367.0,0.0,0.0,0.0,25,703.571,0.0,0.0,2.751,110,155.94,0.4249046321525886,0,0,0,1,0,0,0,1,0,0,0,0,0
499.0,633.857,0.0,0.0,275.857,0.0,154.571,0.0,30,683.857,0.0,0.0,1.931,110,152.186,0.3535690057338278,0,0,0,0,0,1,0,1,0,0,0,0,0
508.714,631.429,0.0,0.0,244.571,0.0,155.286,0.0,25,711.143,0.0,0.0,1.887,110,151.481,0.3788379345616058,0,0,0,0,0,1,0,1,0,0,0,0,0
493.429,635.571,0.0,0.0,275.0,0.0,154.714,0.0,30,688.0,0.0,0.0,1.944,110,153.479,0.3571654635408668,0,0,0,0,0,1,0,1,0,0,0,0,0
508.714,629.429,0.0,0.0,244.714,0.0,155.714,0.0,25,709.571,0.0,0.0,1.89,110,142.51,0.3558941932132618,0,0,0,0,0,1,0,1,0,0,0,0,0
494.667,633.111,0.0,0.0,274.667,0.0,155.778,0.0,30,690.667,0.0,0.0,1.767,120,150.782,0.3502933011186099,0,0,0,0,0,1,0,1,0,0,0,0,1
491.8,633.2,0.0,0.0,270.6,0.0,159.2,0.0,30,684.4,0.0,0.0,1.338,120,152.624,0.3551046998604002,0,0,0,0,0,1,0,1,0,0,0,0,0
501.286,633.571,0.0,0.0,276.286,0.0,154.429,0.0,30,688.857,0.0,0.0,1.943,110,153.203,0.3556946008381412,0,0,0,0,0,1,0,1,0,0,0,0,0
514.286,631.571,0.0,0.0,259.0,0.0,129.857,0.0,25,735.429,0.0,0.0,2.15,110,146.467,0.3766603147172354,0,0,0,0,0,1,0,1,0,0,0,0,0
451.0,680.143,0.0,0.0,420.143,0.0,0.0,0.0,35,722.286,0.0,0.0,2.737,130,146.213,0.3480077021395097,0,0,0,1,0,0,0,1,0,0,0,0,0
451.286,683.286,0.0,0.0,420.143,0.0,0.0,0.0,35,725.571,0.0,0.0,2.744,130,139.187,0.3312848244526269,0,0,0,1,0,0,0,1,0,0,0,0,0
451.143,682.143,0.0,0.0,419.571,0.0,0.0,0.0,35,718.143,0.0,0.0,2.743,120,143.006,0.3408386184936518,0,0,0,1,0,0,0,1,0,0,0,0,0
508.5,630.0,0.0,0.0,243.0,0.0,155.0,0.0,25,715.167,0.0,0.0,1.887,130,147.727,0.3711733668341708,0,0,0,0,0,1,0,1,0,0,0,0,0
491.6,678.0,0.0,290.8,0.0,0.0,90.8,0.0,30,724.2,0.0,0.0,2.472,120,148.088,0.3880712788259958,0,1,0,0,0,0,0,1,0,0,0,0,0
492.444,632.889,0.0,0.0,275.111,0.0,155.556,0.0,30,696.889,0.0,0.0,1.751,110,144.502,0.3355307000536377,0,0,0,0,0,1,0,1,0,0,0,0,1
492.571,633.714,0.0,0.0,275.143,0.0,155.429,0.0,30,698.286,0.0,0.0,1.737,130,144.066,0.3345921239653298,0,0,0,0,0,1,0,1,0,0,0,0,1
578.0,578.2,0.0,0.0,240.4,119.0,149.4,0.0,25,563.6,0.0,0.0,1.31,130,147.314,0.3779220112878399,0,0,0,0,0,1,0,1,0,0,0,0,0
506.429,628.857,0.0,0.0,244.857,0.0,155.429,0.0,25,723.143,0.0,0.0,1.91,120,141.6,0.3537470708443463,0,0,0,0,0,1,0,1,0,0,0,0,0
541.143,638.714,0.0,0.0,200.143,0.0,149.857,0.0,20,721.857,0.0,0.0,1.057,130,151.151,0.43186,0,0,0,0,0,1,0,1,0,0,0,0,0
775.286,361.286,0.0,0.0,139.143,0.0,150.286,0.0,15,756.714,0.0,0.0,0.699,120,171.746,0.5933959623949225,0,0,0,0,0,1,0,1,0,0,0,0,1
492.0,636.25,0.0,0.0,276.75,0.0,154.5,0.0,30,693.5,0.0,0.0,1.718,110,149.64,0.346991304347826,0,0,0,0,0,1,0,1,0,0,0,0,1
512.429,630.429,0.0,0.0,245.429,0.0,155.0,0.0,25,718.0,0.0,0.0,1.907,100,147.191,0.3675832669462002,0,0,0,0,0,1,0,1,0,0,0,0,0
500.2,613.2,0.0,209.8,0.0,0.0,70.0,0.0,15,866.8,0.0,0.0,1.848,120,147.696,0.5278627591136525,0,1,0,0,0,0,0,1,0,0,0,0,0
493.857,632.714,0.0,0.0,275.0,0.0,155.429,0.0,30,697.571,0.0,0.0,1.949,130,142.669,0.3314576852396098,0,0,0,0,0,1,0,1,0,0,0,0,0
494.286,633.857,0.0,0.0,276.286,0.0,155.571,0.0,30,704.143,0.0,0.0,1.941,120,135.867,0.3146110865402205,0,0,0,0,0,1,0,1,0,0,0,0,0
775.714,359.0,0.0,0.0,139.571,0.0,150.429,0.0,15,752.0,0.0,0.0,0.701,120,172.543,0.5949758620689656,0,0,0,0,0,1,0,1,0,0,0,0,1
491.25,635.5,0.0,0.0,274.75,0.0,154.25,0.0,30,691.75,0.0,0.0,1.728,90,147.313,0.3433869463869463,0,0,0,0,0,1,0,1,0,0,0,0,1
510.429,632.0,0.0,0.0,245.143,0.0,154.429,0.0,25,733.0,0.0,0.0,1.899,110,141.839,0.3549773257385402,0,0,0,0,0,1,0,1,0,0,0,0,0
536.857,640.571,0.0,0.0,199.143,0.0,149.857,0.0,20,723.714,0.0,0.0,1.029,110,145.96,0.4182234957020057,0,0,0,0,0,1,0,1,0,0,0,0,0
539.0,637.143,0.0,0.0,200.857,0.0,150.0,0.0,20,717.714,0.0,0.0,1.051,130,151.746,0.4325009904319994,0,0,0,0,0,1,0,1,0,0,0,0,0
505.2,625.6,0.0,0.0,243.2,0.0,155.4,0.0,25,722.4,0.0,0.0,1.912,120,141.92,0.3560461615654791,0,0,0,0,0,1,0,1,0,0,0,0,0
579.5,581.5,0.0,0.0,242.5,0.0,147.0,0.0,25,697.5,0.0,0.0,1.285,120,138.4,0.3553273427471117,0,0,0,0,0,1,0,1,0,0,0,0,0
492.6,677.2,0.0,259.8,0.0,0.0,120.4,0.0,30,720.4,0.0,0.0,2.056,140,147.236,0.3872593371909521,0,1,0,0,0,0,0,1,0,0,0,0,0
454.571,680.429,0.0,0.0,420.0,0.0,0.0,0.0,35,718.286,0.0,0.0,2.743,150,146.813,0.3495547619047619,0,0,0,1,0,0,0,1,0,1,0,0,0
509.143,630.429,0.0,0.0,245.0,0.0,155.143,0.0,25,724.714,0.0,0.0,1.887,110,140.82,0.3519241871031106,0,0,0,0,0,1,0,1,0,0,0,0,0
