10 MM - II,20 MM - II,CEMENT OPC GRADE 43,CEMENT OPC GRADE 53,CEMENT PPC,CRUSHED STONE SAND II,FLY ASH,GGBS,GRADE,NATURAL SAND-COARSE,NATURAL SAND-FINE,RMC ADMX - HIGH PC,RMC ADMX - MID PC,SLUMP / FLOW,WATER,W/C,BLEND_OPC+GGBS,BLEND_OPC+PFA,BLEND_OPC+PFA+GGBS,BLEND_PPC,BLEND_PPC+GGBS,BLEND_PPC+PFA,BLEND_PPC+PFA+GGBS,DISTANCE_Medium,DISTANCE_Short,SPECIFIED SLUMP_175,SPECIFIED SLUMP_225,SPECIFIED SLUMP_25 ± 15,SPECIFIED SLUMP_75
536.143,653.143,0.0,0.0,319.429,0.0,0.0,102.0,30,0.0,737.857,0.0,1.343,140,155.287,0.3684772523960145,0,0,0,0,1,0,0,1,0,0,0,0,0
480.286,725.857,0.0,0.0,239.286,0.0,0.0,79.714,20,0.0,806.0,0.0,0.98,140,139.017,0.4357899686520376,0,0,0,0,1,0,0,1,0,0,0,0,0
618.308,622.154,0.0,0.0,206.923,0.0,0.0,206.769,30,0.0,674.615,0.0,1.303,130,149.626,0.3616845382555138,0,0,0,0,1,0,0,1,0,0,0,0,0
617.857,621.429,0.0,0.0,207.143,0.0,0.0,206.857,30,0.0,702.143,0.0,1.386,120,121.146,0.2926231884057971,0,0,0,0,1,0,0,1,0,1,0,0,0
619.667,619.5,0.0,0.0,206.667,0.0,0.0,206.667,30,0.0,670.0,0.0,1.477,120,157.713,0.3815630942530738,0,0,0,0,1,0,0,1,0,1,0,0,0
519.714,778.286,0.0,421.286,0.0,0.0,0.0,0.0,35,0.0,641.857,0.0,1.69,120,138.523,0.3288098821228334,0,0,0,0,0,0,0,1,0,0,0,0,0
683.429,516.286,0.0,0.0,152.0,0.0,0.0,150.0,20,0.0,819.714,0.0,1.25,120,139.639,0.4623807947019868,0,0,0,0,1,0,0,1,0,0,0,0,0
620.571,619.0,0.0,0.0,207.143,0.0,0.0,207.286,30,0.0,664.143,0.0,1.41,120,156.693,0.3780937144842664,0,0,0,0,1,0,0,1,0,0,0,0,0
617.8,618.8,0.0,0.0,207.8,0.0,0.0,207.2,30,0.0,702.8,0.0,1.398,120,121.488,0.2927421686746988,0,0,0,0,1,0,0,1,0,0,0,0,0
618.857,619.143,0.0,0.0,206.714,0.0,0.0,206.857,30,0.0,685.143,0.0,1.414,150,133.969,0.3239322873218867,0,0,0,0,1,0,0,1,0,1,0,0,0
620.429,620.571,0.0,0.0,207.143,0.0,0.0,206.857,30,0.0,677.714,0.0,1.303,150,145.57,0.3516183574879227,0,0,0,0,1,0,0,1,0,0,0,0,0
620.0,618.571,0.0,0.0,207.429,0.0,0.0,207.0,30,0.0,688.429,0.0,1.396,120,134.446,0.3244126255643307,0,0,0,0,1,0,0,1,0,0,0,0,0
618.333,619.833,0.0,0.0,207.0,0.0,0.0,207.167,30,0.0,712.667,0.0,1.395,120,107.677,0.2599844990064394,0,0,0,0,1,0,0,1,0,0,0,0,0
517.857,777.143,0.0,421.429,0.0,0.0,0.0,0.0,35,0.0,657.571,0.0,1.371,0,121.489,0.2882786898860781,0,0,0,0,0,0,0,1,0,0,0,0,0
698.857,538.143,0.0,0.0,205.0,0.0,0.0,204.714,30,0.0,695.286,0.0,1.353,120,142.253,0.3472007302655022,0,0,0,0,1,0,0,1,0,0,0,0,0
616.857,620.571,0.0,0.0,206.714,0.0,0.0,207.143,30,0.0,669.571,0.0,1.394,140,154.017,0.3721502837936775,0,0,0,0,1,0,0,1,0,0,0,0,0
619.571,619.0,0.0,0.0,207.714,0.0,0.0,206.857,30,0.0,680.857,0.0,1.401,120,140.656,0.3392808469478087,0,0,0,0,1,0,0,1,0,0,0,0,0
620.571,619.429,0.0,0.0,207.143,0.0,0.0,206.857,30,0.0,666.143,0.0,1.401,120,157.243,0.3798140096618358,0,0,0,0,1,0,0,1,0,1,0,0,0
620.333,619.333,0.0,0.0,206.833,0.0,0.0,206.667,30,0.0,678.833,0.0,1.312,140,147.508,0.3567303506650544,0,0,0,0,1,0,0,1,0,1,0,0,0
619.143,621.143,0.0,0.0,206.571,0.0,0.0,207.143,30,0.0,655.429,0.0,1.421,120,166.78,0.4031287314424941,0,0,0,0,1,0,0,1,0,1,0,0,0
621.143,620.429,0.0,0.0,206.143,0.0,0.0,207.143,30,0.0,662.714,0.0,1.417,120,158.736,0.384082693340689,0,0,0,0,1,0,0,1,0,0,0,0,0
625.714,620.429,0.0,0.0,207.143,0.0,0.0,207.286,30,0.0,665.714,0.0,1.396,120,156.566,0.3777872687480848,0,0,0,0,1,0,0,1,0,0,0,0,0
621.143,621.143,0.0,0.0,207.714,0.0,0.0,206.857,30,0.0,654.714,0.0,1.406,120,166.9,0.4025848407148594,0,0,0,0,1,0,0,1,0,0,0,0,0
586.286,635.714,0.0,0.0,211.714,0.0,0.0,212.143,35,0.0,685.143,0.0,1.741,120,150.567,0.3552306556220612,0,0,0,0,1,0,0,1,0,0,0,0,0
620.429,621.429,0.0,0.0,207.0,0.0,0.0,207.143,30,0.0,696.714,0.0,1.293,120,124.707,0.301120627416134,0,0,0,0,1,0,0,1,0,1,0,0,0
479.571,718.571,0.0,0.0,240.286,0.0,0.0,80.0,20,0.0,796.0,0.0,1.203,120,153.699,0.479880481819374,0,0,0,0,1,0,0,1,0,0,0,0,0
583.846,631.538,0.0,0.0,333.846,0.0,0.0,116.0,35,0.0,700.0,0.0,1.394,140,144.128,0.3203940904220555,0,0,0,0,1,0,0,1,0,0,0,0,0
587.714,636.571,0.0,0.0,210.857,0.0,0.0,212.286,35,0.0,701.0,0.0,1.781,120,139.77,0.3303138655253661,0,0,0,0,1,0,0,1,0,0,0,0,0
519.0,778.667,0.0,420.0,0.0,0.0,0.0,0.0,35,0.0,637.333,0.0,1.685,120,142.81,0.3400238095238095,0,0,0,0,0,0,0,1,0,0,0,0,0
620.857,619.429,0.0,0.0,207.286,0.0,0.0,207.286,30,0.0,687.857,0.0,1.403,120,136.366,0.3289320069855176,0,0,0,0,1,0,0,1,0,0,0,0,0
619.333,622.5,0.0,0.0,205.833,0.0,0.0,207.167,30,0.0,686.5,0.0,1.648,120,134.623,0.3259636803874092,0,0,0,0,1,0,0,1,0,1,0,0,0
619.667,620.5,0.0,0.0,207.667,0.0,0.0,206.5,30,0.0,668.833,0.0,1.837,120,157.722,0.3808173997445475,0,0,0,0,1,0,0,1,0,0,0,0,0
480.571,720.143,0.0,0.0,239.857,0.0,0.0,80.0,20,0.0,803.286,0.0,0.994,120,147.454,0.4609997592674227,0,0,0,0,1,0,0,1,0,0,0,0,0
544.571,686.143,0.0,423.0,0.0,0.0,0.0,0.0,35,0.0,680.286,0.0,1.194,120,146.27,0.3457919621749409,0,0,0,0,0,0,0,1,0,1,0,0,0
622.286,618.857,0.0,0.0,206.857,0.0,0.0,206.857,30,0.0,668.429,0.0,1.4,110,155.136,0.3749836843809975,0,0,0,0,1,0,0,1,0,1,0,0,0
629.714,621.857,0.0,0.0,207.429,0.0,0.0,207.571,30,0.0,670.857,0.0,1.414,120,149.919,0.3612506024096386,0,0,0,0,1,0,0,1,0,0,0,0,0
621.5,620.75,0.0,0.0,206.75,0.0,0.0,207.5,30,0.0,682.0,0.0,1.668,120,140.343,0.3387881713940857,0,0,0,0,1,0,0,1,0,0,0,0,0
618.2,619.2,0.0,0.0,206.2,0.0,0.0,207.0,30,0.0,682.0,0.0,1.412,120,142.292,0.3443659244917716,0,0,0,0,1,0,0,1,0,0,0,0,0
621.0,619.429,0.0,0.0,205.857,0.0,0.0,207.286,30,0.0,655.857,0.0,1.43,120,166.693,0.4034753100016217,0,0,0,0,1,0,0,1,0,0,0,0,0
621.833,620.667,0.0,0.0,206.167,0.0,0.0,206.833,30,0.0,663.833,0.0,1.662,120,159.638,0.3865326876513318,0,0,0,0,1,0,0,1,0,1,0,0,0
622.6,618.2,0.0,0.0,208.4,0.0,0.0,206.8,30,0.0,657.4,0.0,1.394,120,167.552,0.4035452793834296,0,0,0,0,1,0,0,1,0,0,0,0,0
618.0,619.778,0.0,0.0,205.778,0.0,0.0,207.111,30,0.0,675.333,0.0,1.407,140,149.569,0.3622499025161726,0,0,0,0,1,0,0,1,0,0,0,0,0
621.286,618.286,0.0,0.0,207.714,0.0,0.0,207.0,30,0.0,662.0,0.0,1.401,140,162.026,0.390693345293383,0,0,0,0,1,0,0,1,0,1,0,0,0
619.0,619.143,0.0,0.0,206.143,0.0,0.0,207.0,30,0.0,670.429,0.0,1.4,140,152.666,0.3695233853653577,0,0,0,0,1,0,0,1,0,0,0,0,0
620.0,618.8,0.0,0.0,212.0,0.0,0.0,206.6,30,0.0,673.8,0.0,1.402,140,149.462,0.3570520783564262,0,0,0,0,1,0,0,1,0,0,0,0,0
620.714,619.857,0.0,0.0,207.0,0.0,0.0,207.286,30,0.0,671.0,0.0,1.419,140,154.227,0.3722718122263364,0,0,0,0,1,0,0,1,0,0,0,0,0
479.429,718.571,0.0,0.0,242.0,0.0,0.0,80.0,20,0.0,802.143,0.0,0.996,120,147.031,0.4566180124223603,0,0,0,0,1,0,0,1,0,0,0,0,0
517.286,778.0,0.0,421.571,0.0,0.0,0.0,0.0,35,0.0,654.857,0.0,1.396,120,125.05,0.2966285631601794,0,0,0,0,0,0,0,1,0,0,0,0,0
618.889,618.889,0.0,0.0,206.444,0.0,0.0,206.889,30,0.0,663.778,0.0,1.367,110,156.067,0.3775817561143195,0,0,0,0,1,0,0,1,0,0,0,0,0
619.714,620.429,0.0,0.0,207.0,0.0,0.0,206.571,30,0.0,675.429,0.0,1.349,120,148.997,0.360269457964896,0,0,0,0,1,0,0,1,0,0,0,0,0
620.143,622.286,0.0,0.0,207.0,0.0,0.0,206.857,30,0.0,705.714,0.0,1.404,110,117.427,0.2837381027746299,0,0,0,0,1,0,0,1,0,0,0,0,0
622.429,617.857,0.0,0.0,206.714,0.0,0.0,206.857,30,0.0,677.571,0.0,1.354,120,143.513,0.3470093405968987,0,0,0,0,1,0,0,1,0,0,0,0,0
546.286,687.571,0.0,422.571,0.0,0.0,0.0,0.0,35,0.0,715.143,0.0,1.753,125,116.101,0.2747490954182847,0,0,0,0,0,0,0,1,0,1,0,0,0
586.0,637.714,0.0,0.0,213.429,0.0,0.0,212.0,35,0.0,704.857,0.0,1.306,120,133.306,0.3133448824598229,0,0,0,0,1,0,0,1,0,0,0,0,0
698.286,540.286,0.0,0.0,205.857,0.0,0.0,204.714,30,0.0,721.571,0.0,1.393,160,116.621,0.2840458775705054,0,0,0,0,1,0,0,1,0,0,0,0,0
627.857,620.0,0.0,0.0,206.286,0.0,0.0,207.286,30,0.0,690.571,0.0,1.404,160,134.023,0.3240620738347857,0,0,0,0,1,0,0,1,0,1,0,0,0
625.857,638.143,0.0,0.0,206.857,0.0,0.0,207.0,30,0.0,711.714,0.0,1.44,150,99.583,0.2406217606564587,0,0,0,0,1,0,0,1,0,0,0,0,0
522.667,780.0,0.0,416.667,0.0,0.0,0.0,0.0,35,0.0,675.333,0.0,1.373,150,115.033,0.2760789791368167,0,0,0,0,0,0,0,1,0,0,0,0,0
621.6,619.0,0.0,0.0,205.6,0.0,0.0,207.0,30,0.0,677.0,0.0,1.3,120,141.628,0.3432573921473582,0,0,0,0,1,0,0,1,0,0,0,0,0
682.429,515.714,0.0,0.0,150.429,0.0,0.0,150.0,20,0.0,835.571,0.0,1.116,120,129.629,0.4314796507660712,0,0,0,0,1,0,0,1,0,0,0,0,0
619.571,618.571,0.0,0.0,208.286,0.0,0.0,207.286,30,0.0,682.0,0.0,1.403,120,140.751,0.3386922121798389,0,0,0,0,1,0,0,1,0,0,0,0,0
626.429,626.429,0.0,0.0,208.286,0.0,0.0,206.143,30,0.0,707.857,0.0,1.387,160,102.04,0.2462182907084205,0,0,0,0,1,0,0,1,0,0,0,0,0
624.286,623.286,0.0,0.0,206.857,0.0,0.0,207.0,30,0.0,682.143,0.0,1.406,160,134.454,0.3248803330619031,0,0,0,0,1,0,0,1,0,0,0,0,0
455.571,687.714,0.0,0.0,384.571,0.0,0.0,0.0,30,0.0,813.0,0.0,1.394,160,107.664,0.2799587072348149,0,0,0,1,0,0,0,1,0,1,0,0,0
538.286,606.571,0.0,409.286,0.0,0.0,0.0,0.0,30,0.0,782.0,0.0,1.397,145,122.49,0.2992772779914289,0,0,0,0,0,0,0,1,0,0,0,0,0
623.75,623.25,0.0,0.0,208.5,0.0,0.0,206.75,30,0.0,689.75,0.0,1.208,140,130.535,0.3143527995183624,0,0,0,0,1,0,0,1,0,0,0,0,0
682.429,514.571,0.0,0.0,149.286,0.0,0.0,150.0,20,0.0,821.571,0.0,1.104,125,137.429,0.4591895377665511,0,0,0,0,1,0,0,1,0,0,0,0,0
619.25,619.0,0.0,0.0,207.25,0.0,0.0,207.25,30,0.0,721.25,0.0,1.413,160,101.383,0.2445910735826297,0,0,0,0,1,0,0,1,0,1,0,0,0
616.4,621.2,0.0,0.0,206.8,0.0,0.0,206.8,30,0.0,687.4,0.0,1.396,160,135.846,0.3284477756286267,0,0,0,0,1,0,0,1,0,0,0,0,0
535.667,652.833,0.0,0.0,319.833,0.0,0.0,101.333,30,0.0,753.5,0.0,1.293,140,138.185,0.3281010337966502,0,0,0,0,1,0,0,1,0,0,0,0,0
619.429,619.714,0.0,0.0,206.857,0.0,0.0,206.571,30,0.0,684.714,0.0,1.293,140,136.27,0.3296099925500934,0,0,0,0,1,0,0,1,0,1,0,0,0
545.571,688.429,0.0,422.143,0.0,0.0,0.0,0.0,35,0.0,692.429,0.0,1.216,140,137.174,0.3249467597472895,0,0,0,0,0,0,0,1,0,1,0,0,0
682.0,514.857,0.0,0.0,153.571,0.0,0.0,150.0,20,0.0,818.429,0.0,1.099,100,143.656,0.4732204327817874,0,0,0,0,1,0,0,1,0,0,0,0,0
519.143,777.0,0.0,420.571,0.0,0.0,0.0,0.0,35,0.0,639.143,0.0,1.833,140,138.504,0.3293237051532321,0,0,0,0,0,0,0,1,0,0,0,0,0
620.462,620.0,0.0,0.0,207.385,0.0,0.0,206.769,30,0.0,686.769,0.0,1.402,130,134.471,0.3246884009329863,0,0,0,0,1,0,0,1,0,0,0,0,0
585.286,634.714,0.0,0.0,212.143,0.0,0.0,211.571,35,0.0,688.286,0.0,1.29,140,147.094,0.3471539765030185,0,0,0,0,1,0,0,1,0,0,0,0,0
534.462,652.462,0.0,0.0,319.846,0.0,0.0,102.154,30,0.0,737.231,0.0,1.305,130,153.157,0.3629312796208531,0,0,0,0,1,0,0,1,0,0,0,0,0
619.857,621.714,0.0,0.0,206.857,0.0,0.0,207.143,30,0.0,686.0,0.0,1.32,130,136.647,0.3300652173913043,0,0,0,0,1,0,0,1,0,0,0,0,0
622.286,621.714,0.0,0.0,205.714,0.0,0.0,207.429,30,0.0,679.714,0.0,1.294,140,140.883,0.3410029941206797,0,0,0,0,1,0,0,1,0,0,0,0,0
620.0,618.286,0.0,0.0,206.714,0.0,0.0,207.0,30,0.0,671.714,0.0,1.487,160,149.086,0.360360055497276,0,0,0,0,1,0,0,1,0,0,0,0,0
619.714,621.571,0.0,0.0,207.0,0.0,0.0,207.143,30,0.0,673.0,0.0,1.391,160,150.611,0.3636690708281922,0,0,0,0,1,0,0,1,0,0,0,0,0
582.571,631.429,0.0,0.0,333.857,0.0,0.0,116.0,35,0.0,696.571,0.0,1.394,140,142.401,0.3165472583509871,0,0,0,0,1,0,0,1,0,0,0,0,0
621.286,621.714,0.0,0.0,208.286,0.0,0.0,207.0,30,0.0,673.143,0.0,1.304,120,150.191,0.3616567859258439,0,0,0,0,1,0,0,1,0,0,0,0,0
622.25,617.5,0.0,0.0,207.25,0.0,0.0,207.5,30,0.0,666.0,0.0,1.293,140,155.328,0.3745099457504521,0,0,0,0,1,0,0,1,0,0,0,0,0
621.143,619.286,0.0,0.0,207.143,0.0,0.0,206.857,30,0.0,655.286,0.0,1.399,140,167.273,0.4040410628019324,0,0,0,0,1,0,0,1,0,0,0,0,0
622.667,619.167,0.0,0.0,207.0,0.0,0.0,207.0,30,0.0,681.333,0.0,1.428,140,152.143,0.3674951690821256,0,0,0,0,1,0,0,1,0,0,0,0,0
682.333,515.5,0.0,0.0,109.833,0.0,0.0,109.833,10,0.0,880.5,0.0,0.802,140,132.843,0.6047499385430608,0,0,0,0,1,0,0,1,0,0,0,0,0
620.667,621.333,0.0,0.0,207.333,0.0,0.0,206.222,30,0.0,712.667,0.0,1.389,140,110.109,0.2662499546614114,0,0,0,0,1,0,0,1,0,0,0,0,0
589.0,634.25,0.0,0.0,213.0,0.0,0.0,211.75,35,0.0,685.0,0.0,1.643,140,153.855,0.3622248381400824,0,0,0,0,1,0,0,1,0,0,0,0,0
620.714,620.0,0.0,0.0,207.0,0.0,0.0,206.286,30,0.0,692.143,0.0,1.393,140,130.154,0.3149247736434334,0,0,0,0,1,0,0,1,0,1,0,0,0
558.571,678.857,0.0,396.714,0.0,0.0,0.0,0.0,30,0.0,692.571,0.0,1.331,140,152.084,0.3833592966217477,0,0,0,0,0,0,0,1,0,0,0,0,0
619.846,618.615,0.0,0.0,206.615,0.0,0.0,207.077,30,0.0,677.077,0.0,1.255,140,145.455,0.3516021581273024,0,0,0,0,1,0,0,1,0,0,0,0,0
619.0,621.714,0.0,0.0,207.857,0.0,0.0,207.0,30,0.0,677.571,0.0,1.251,150,145.024,0.3495758779531261,0,0,0,0,1,0,0,1,0,1,0,0,0
621.0,620.2,0.0,0.0,207.4,0.0,0.0,207.0,30,0.0,671.0,0.0,1.396,140,151.182,0.3648214285714286,0,0,0,0,1,0,0,1,0,0,0,0,0
619.0,621.143,0.0,0.0,207.0,0.0,0.0,207.143,30,0.0,682.571,0.0,1.423,140,142.157,0.34325583192279,0,0,0,0,1,0,0,1,0,1,0,0,0
517.0,777.167,0.0,420.833,0.0,0.0,0.0,0.0,35,0.0,653.833,0.0,1.862,140,128.338,0.3049618257123372,0,0,0,0,0,0,0,1,0,0,0,0,0
619.714,620.429,0.0,0.0,206.429,0.0,0.0,207.0,30,0.0,674.143,0.0,1.374,140,149.813,0.3623669360398037,0,0,0,0,1,0,0,1,0,0,0,0,0
585.2,636.6,0.0,0.0,211.6,0.0,0.0,211.6,35,0.0,690.6,0.0,1.568,140,147.77,0.3491729678638942,0,0,0,0,1,0,0,1,0,0,0,0,0
480.857,718.143,0.0,0.0,240.429,0.0,0.0,80.0,20,0.0,815.429,0.0,1.139,140,135.347,0.4223931042446221,0,0,0,0,1,0,0,1,0,0,0,0,0
617.4,618.4,0.0,0.0,207.2,0.0,0.0,207.0,30,0.0,683.2,0.0,1.42,140,140.51,0.3392322549492998,0,0,0,0,1,0,0,1,0,1,0,0,0
534.462,648.923,0.0,0.0,319.231,0.0,0.0,102.154,30,0.0,750.769,0.0,1.406,140,141.083,0.3348078360644067,0,0,0,0,1,0,0,1,0,0,0,0,0
634.714,689.714,0.0,423.286,0.0,0.0,0.0,0.0,35,0.0,694.714,0.0,1.301,140,134.584,0.3179505110020175,0,0,0,0,0,0,0,1,0,1,0,0,0
545.333,686.5,0.0,419.333,0.0,0.0,0.0,0.0,35,0.0,695.833,0.0,1.298,140,130.62,0.3114946832231186,0,0,0,0,0,0,0,1,0,1,0,0,0
619.571,619.143,0.0,0.0,206.857,0.0,0.0,207.286,30,0.0,697.857,0.0,1.243,140,124.196,0.2998867540921855,0,0,0,0,1,0,0,1,0,0,0,0,0
585.4,631.4,0.0,0.0,212.0,0.0,0.0,211.4,35,0.0,701.8,0.0,1.628,140,139.738,0.3300377893245158,0,0,0,0,1,0,0,1,0,0,0,0,0
481.143,716.857,0.0,0.0,239.571,0.0,0.0,80.286,20,0.0,815.0,0.0,1.106,130,134.12,0.4193123802199109,0,0,0,0,1,0,0,1,0,0,0,0,0
621.4,618.0,0.0,0.0,206.8,0.0,0.0,206.0,30,0.0,685.2,0.0,1.422,150,138.334,0.3351114341085271,0,0,0,0,1,0,0,1,0,1,0,0,0
538.571,607.857,0.0,409.429,0.0,0.0,0.0,0.0,30,0.0,762.143,0.0,1.333,130,143.691,0.3509546221689231,0,0,0,0,0,0,0,1,0,0,0,0,0
533.4,651.4,0.0,0.0,321.0,0.0,0.0,102.6,30,0.0,751.6,0.0,1.358,140,136.972,0.3233522190745987,0,0,0,0,1,0,0,1,0,0,0,0,0
617.0,622.667,0.0,0.0,206.333,0.0,0.0,207.0,30,0.0,711.333,0.0,1.383,120,117.023,0.2831203896132174,0,0,0,0,1,0,0,1,0,0,0,0,0
620.0,619.714,0.0,0.0,207.571,0.0,0.0,207.143,30,0.0,696.0,0.0,1.404,150,126.759,0.3056540169851995,0,0,0,0,1,0,0,1,0,0,0,0,0
618.857,619.429,0.0,0.0,207.714,0.0,0.0,207.286,30,0.0,678.0,0.0,1.391,140,145.929,0.3516361445783133,0,0,0,0,1,0,0,1,0,0,0,0,0
567.0,566.429,0.0,0.0,240.429,0.0,0.0,240.0,40,0.0,771.571,0.0,1.504,140,126.901,0.2641410073080518,0,0,0,0,1,0,0,1,0,0,0,0,1
519.4,777.6,0.0,419.2,0.0,0.0,0.0,0.0,35,0.0,636.2,0.0,1.854,140,145.69,0.3475429389312977,0,0,0,0,0,0,0,1,0,0,0,0,0
619.429,619.714,0.0,0.0,209.571,0.0,0.0,206.857,30,0.0,678.857,0.0,1.404,140,145.391,0.3491383864677687,0,0,0,0,1,0,0,1,0,0,0,0,0
583.6,635.6,0.0,0.0,211.2,0.0,0.0,211.8,35,0.0,682.6,0.0,1.61,140,157.236,0.3717163120567376,0,0,0,0,1,0,0,1,0,0,0,0,0
620.769,620.769,0.0,0.0,207.077,0.0,0.0,207.231,30,0.0,669.846,0.0,1.357,140,153.771,0.3711514139239406,0,0,0,0,1,0,0,1,0,1,0,0,0
480.0,720.5,0.0,0.0,240.667,0.0,0.0,79.5,20,0.0,830.5,0.0,1.398,150,118.687,0.3707034141557374,0,0,0,0,1,0,0,1,0,0,0,0,0
532.364,651.455,0.0,0.0,319.455,0.0,0.0,101.818,30,0.0,756.727,0.0,1.338,150,134.96,0.3203623303653451,0,0,0,0,1,0,0,1,0,0,0,0,0
531.833,652.167,0.0,0.0,320.167,0.0,0.0,101.833,30,0.0,753.833,0.0,1.325,140,134.968,0.3198293838862559,0,0,0,0,1,0,0,1,0,0,0,0,0
684.0,513.571,0.0,0.0,150.143,0.0,0.0,149.714,20,0.0,815.429,0.0,1.36,130,145.567,0.4854547334229317,0,0,0,0,1,0,0,1,0,0,0,0,0
679.857,510.0,0.0,399.857,0.0,0.0,0.0,0.0,30,0.0,741.286,0.0,1.401,130,115.524,0.2889132864999237,0,0,0,1,0,0,0,1,0,0,0,0,0
620.571,619.857,0.0,0.0,206.857,0.0,0.0,207.0,30,0.0,680.286,0.0,1.603,140,142.401,0.3440826179090846,0,0,0,0,1,0,0,1,0,0,0,0,0
620.143,619.714,0.0,0.0,207.286,0.0,0.0,206.857,30,0.0,689.0,0.0,1.224,140,131.603,0.3177718807271884,0,0,0,0,1,0,0,1,0,0,0,0,0
584.667,638.222,0.0,0.0,211.778,0.0,0.0,211.778,35,0.0,677.333,0.0,1.58,140,159.029,0.3754615682459935,0,0,0,0,1,0,0,1,0,0,0,0,0
566.143,565.571,0.0,0.0,240.571,0.0,0.0,239.714,40,0.0,758.571,0.0,1.511,140,141.62,0.2948665896290744,0,0,0,0,1,0,0,1,0,0,0,0,1
619.714,620.286,0.0,0.0,207.571,0.0,0.0,206.714,30,0.0,653.857,0.0,1.394,140,166.674,0.402317245374561,0,0,0,0,1,0,0,1,0,1,0,0,0
618.667,619.333,0.0,0.0,206.167,0.0,0.0,207.0,30,0.0,678.0,0.0,1.408,140,143.897,0.3482780570568317,0,0,0,0,1,0,0,1,0,0,0,0,0
619.333,619.833,0.0,0.0,207.833,0.0,0.0,207.5,30,0.0,676.333,0.0,1.408,140,148.767,0.3581872858645954,0,0,0,0,1,0,0,1,0,0,0,0,0
620.857,618.429,0.0,0.0,206.429,0.0,0.0,207.429,30,0.0,687.143,0.0,1.399,140,137.111,0.3312996245088895,0,0,0,0,1,0,0,1,0,0,0,0,0
618.429,619.714,0.0,0.0,207.143,0.0,0.0,207.0,30,0.0,680.429,0.0,1.313,140,142.27,0.3435286845365007,0,0,0,0,1,0,0,1,0,1,0,0,0
698.0,541.429,0.0,0.0,204.857,0.0,0.0,204.714,30,0.0,697.714,0.0,1.393,140,138.076,0.3371234779806187,0,0,0,0,1,0,0,1,0,0,0,0,0
544.429,686.714,0.0,423.429,0.0,0.0,0.0,0.0,35,0.0,688.143,0.0,1.33,140,141.577,0.3343582985577275,0,0,0,0,0,0,0,1,0,1,0,0,0
620.286,621.0,0.0,0.0,206.714,0.0,0.0,206.857,30,0.0,678.429,0.0,1.234,130,146.314,0.3537820591869352,0,0,0,0,1,0,0,1,0,0,0,0,0
683.667,517.0,0.0,0.0,149.5,0.0,0.0,150.167,20,0.0,872.333,0.0,1.1,120,89.918,0.3000597329702637,0,0,0,0,1,0,0,1,0,0,0,0,0
619.75,618.75,0.0,0.0,207.0,0.0,0.0,206.75,30,0.0,691.5,0.0,1.283,140,132.498,0.3202368580060423,0,0,0,0,1,0,0,1,0,1,0,0,0
620.714,621.143,0.0,0.0,206.714,0.0,0.0,207.286,30,0.0,672.714,0.0,1.26,140,149.184,0.3603478260869565,0,0,0,0,1,0,0,1,0,0,0,0,0
586.429,634.571,0.0,0.0,211.857,0.0,0.0,212.143,35,0.0,672.857,0.0,1.504,140,164.937,0.3890023584905661,0,0,0,0,1,0,0,1,0,0,0,0,0
681.667,513.167,0.0,0.0,175.5,0.0,0.0,175.0,25,0.0,773.5,0.0,1.502,140,150.22,0.4285877318116976,0,0,0,0,1,0,0,1,0,0,0,0,0
618.0,619.429,0.0,0.0,207.143,0.0,0.0,206.429,30,0.0,724.143,0.0,1.394,140,102.521,0.2478915400462314,0,0,0,0,1,0,0,1,0,0,0,0,0
618.0,619.833,0.0,0.0,206.667,0.0,0.0,206.333,30,0.0,687.833,0.0,1.342,130,124.092,0.3004648910411623,0,0,0,0,1,0,0,1,0,1,0,0,0
546.0,686.286,0.0,422.857,0.0,0.0,0.0,0.0,35,0.0,676.571,0.0,1.313,130,155.893,0.3686660029277037,0,0,0,0,0,0,0,1,0,1,0,0,0
535.714,652.286,0.0,0.0,319.857,0.0,0.0,102.0,30,0.0,737.714,0.0,1.374,140,153.087,0.3628883721260995,0,0,0,0,1,0,0,1,0,0,0,0,0
682.143,517.0,0.0,0.0,150.571,0.0,0.0,150.0,20,0.0,849.714,0.0,1.004,120,110.54,0.3677666840779716,0,0,0,0,1,0,0,1,0,0,0,0,0
587.429,633.714,0.0,0.0,211.714,0.0,0.0,212.0,35,0.0,726.143,0.0,1.214,130,100.17,0.236409464874892,0,0,0,0,1,0,0,1,0,0,0,0,0
619.25,618.25,0.0,0.0,208.5,0.0,0.0,207.5,30,0.0,692.5,0.0,1.29,130,133.158,0.3200913461538461,0,0,0,0,1,0,0,1,0,1,0,0,0
619.429,620.714,0.0,0.0,206.857,0.0,0.0,207.143,30,0.0,681.286,0.0,1.393,140,141.84,0.3426086956521739,0,0,0,0,1,0,0,1,0,0,0,0,0
696.714,538.143,0.0,0.0,204.714,0.0,0.0,205.0,30,0.0,692.571,0.0,1.317,140,142.744,0.348399127196044,0,0,0,0,1,0,0,1,0,0,0,0,0
546.857,685.857,0.0,423.0,0.0,0.0,0.0,0.0,35,0.0,682.571,0.0,1.367,140,141.533,0.3345933806146572,0,0,0,0,0,0,0,1,0,1,0,0,0
619.429,619.714,0.0,0.0,206.0,0.0,0.0,206.857,30,0.0,691.857,0.0,1.4,140,129.39,0.313401492526468,0,0,0,0,1,0,0,1,0,1,0,0,0
